K01369	-
K01368	-
K01365	-
K01367	-
K01366	-
K01360	-
K01363	-
K09175	Sak1
K08568	-
K05849	-
K05841	-
K08565	-
K05847	-
K00509	-
K00502	-
K00503	-
K00500	-
K00501	-
K00506	-
K00507	SPCC1281.06c
K00504	-
K01109	-
K01108	-
K09280	-
K09286	-
K09287	-
K09284	-
K09285	-
K04461	-
K04460	-
K01103	SPAC144.17c
K01103	SPAC732.02c
K01104	Cdc25
K01104	Pyp1
K01104	Pyp3
K01104	Pyp2
K04467	-
K01106	-
K05592	-
K05590	-
K05596	-
K14549	SPBC428.19c
K14548	SPBC19F5.02c
K14543	-
K14547	-
K14546	SPAC20H4.01
K14546	SPCC1450.03
K14545	SPBC776.17
K14544	SPBC776.08c
K06573	-
hsa_B8ZZJ2	-
K01403	-
eco_b4155	-
hsa_Q9C0K3	-
K05336	-
K02105	-
K08139	Ght8
K08139	Ght4
K08139	Ght6
K08139	Ght1
K08139	Ght3
K08139	Ght2
K02108	-
K02109	-
K03850	Alg10
K03853	-
K03854	-
K03857	Gpi3
K03856	-
K05845	-
K03719	-
K13279	-
K03274	-
K03277	-
K03271	-
K03270	-
K03272	-
mpn_MPN452	-
mpn_MPN453	-
K12275	Sec62
K12273	Sec66
K12272	Srp102
K12271	-
K16196	-
K16197	-
K16195	-
K16190	-
K04468	-
K16198	-
K06736	-
K06229	-
K01101	Pho2
K01100	-
K06221	-
K09903	-
K06222	-
K06225	-
K09288	-
K06227	-
K16221	-
K16222	-
K16223	-
hsa_Q562P9	-
hsa_Q562P8	-
hsa_Q562P0	-
K00771	-
K00770	-
K00773	-
K00772	SPAC16C9.02c
K01107	-
K07173	-
K07178	SPAC10F6.10
K07179	SPBC1703.05
K10108	-
K10105	-
K04678	-
K04679	-
K01827	-
K04676	-
K01825	-
K01823	Idi1
K01821	-
spo_SPAP8A3.08	Cdc4
K15086	-
K00999	Pis1
K00998	Pps1
K00995	SPBP18G5.02
K00991	-
K00990	-
K00993	SPAC22A12.10
hsa_Q13841	-
K15889	-
sce_YJR150C	-
K13484	-
K02739	Pup1
K02738	Pre3
K05105	-
K02732	Pam1
K02731	Pre6
K02730	SPBC646.16
K02737	Pts1
K02736	SPBC577.10
K02735	Pup3
K02734	SPAC31A2.04c
K03469	Rnh1
K03462	-
K03465	-
K01648	SPAC22A12.16
K01648	SPBC1703.07
K01649	-
K01640	-
K01641	Hcs1
K01647	Cit1
sce_YBL063W	-
K02599	-
K14066	-
K02846	-
K09754	-
K09755	-
K09756	-
K09757	-
K09753	-
K01581	Spe1
K01580	-
K04469	-
hsa_P49773	-
hsa_F5H3P5	-
K02703	-
K03644	SPBC8D2.15
K03645	-
K03648	Ung1
K03649	Thp1
K06696	-
K06697	-
K06698	-
K06699	-
K07611	-
K07610	-
K07342	Sss1
K16507	-
K06969	-
K06965	SPCC18B5.06
K08991	Mus81
hsa_B2RB53	-
K05929	-
K05928	-
K10352	-
K00698	Chs1
K00699	-
K10356	Myo1
K10357	-
K10355	-
K00340	-
K00693	-
NotMapped	-
K00696	-
K00697	Tps1
K00697	Tpp1
K00695	-
K09113	-
