K01369	-
K01368	-
K01365	-
K01367	-
K01366	-
K01363	-
K01362	mucD
K08568	-
K05849	-
K08565	-
K05846	-
K05847	-
K00509	-
K00502	-
K00503	-
K00500	-
K00501	-
K00506	-
K00507	-
K01109	-
K01108	-
K16931	-
K04461	-
K04460	-
K01103	-
K01104	wzb
K04467	-
K01106	-
K05592	dead
K05590	-
K05591	-
K05596	-
K14549	-
K14548	-
K14543	-
K14234	ggt
K14234	tgt
K14547	-
K14546	-
K14545	-
K14544	-
K06573	-
hsa_B8ZZJ2	-
K01403	-
eco_b4155	-
hsa_Q9C0K3	-
K02456	gspG
K02105	-
K02454	gspE
K02455	gspF
K02100	-
K02453	gspD
K02450	-
K02451	-
K02108	atpB
K02109	atpF
K02458	-
K02459	-
K08137	-
K03850	-
K03853	-
K03857	-
K03856	lonA
K03856	aroA(G)
K02196	-
K02195	-
K05601	-
K02194	-
K13014	-
K05845	-
K08567	-
K13279	-
K03275	-
K03274	rfaD
K03277	-
K03271	gmhA
K03270	-
K03273	-
K03272	-
mpn_MPN452	-
mpn_MPN453	-
K03279	-
K12275	-
K12272	-
K16196	-
K16197	-
K16195	-
K16190	-
K16198	-
K06736	-
K06229	-
K06221	-
K09903	pyrH
K06222	-
K09288	-
K16221	-
K16222	-
K16223	-
hsa_Q562P9	-
hsa_Q562P8	-
hsa_Q562P0	-
K00773	-
K00772	-
K01107	-
K07173	-
K07178	-
K07179	-
K10109	-
K10108	-
K10105	-
K01827	-
K04676	-
K01825	-
K01823	-
K01821	-
spo_SPAP8A3.08	-
K15086	-
K00999	-
K00998	-
K00995	pgsA
K00997	-
K00991	ispD
K00990	-
K00993	-
hsa_Q13841	-
K15889	-
sce_YJR150C	-
K13483	-
K13480	-
K02739	-
K05105	-
K02732	-
K02731	-
K02730	-
K02737	-
K02736	-
K02735	-
K02734	-
K03469	-
K03462	-
K03466	ftsK
K01648	-
K01649	-
sce_YKR102W	-
K01643	-
K01640	-
K01641	-
K01646	-
K01647	gltA
K01644	-
sce_YBL063W	-
K02849	-
K02848	-
K14063	-
K02841	-
K02840	-
K02843	rfaC2
K02844	-
K02847	-
K02846	-
K09754	-
K13498	-
K01580	-
K04469	-
hsa_P49773	-
hsa_F5H3P5	-
K03644	-
K03645	-
K03642	rlpA
K03648	-
K03649	-
K06696	-
K06697	-
K06698	-
K06699	-
K07349	-
K07348	-
K07345	-
K07347	-
K07610	-
K07342	-
K16507	-
K06969	-
K06965	-
K08991	-
K08345	-
hsa_B2RB53	-
K08349	-
K05929	-
K10352	-
K10351	-
K00340	nuoK
K00693	-
K00342	nuoM
NotMapped	-
K00696	-
K00697	-
K00694	-
K00695	-
K09113	-
hsa_P63313	-
K02106	-
sce_YJR004C	-
K08502	-
K08915	-
K05820	-
K08501	-
K08504	-
K08505	-
K02452	-
K08508	-
K08509	-
K00525	-
K00526	-
K00527	-
K00522	-
K00528	-
K00529	-
K03984	-
K14217	-
K14216	-
K03981	-
K14210	-
K00795	-
K00026	-
K01346	-
K01345	-
K01343	-
K00022	-
K01349	-
K01348	-
hsa_B4DHK9	-
K00835	ruvA
