K08678	-
K02040	b3728
sce_YJR151C	-
K05629	-
K01369	-
K01368	-
K01365	-
K01367	-
K01366	-
K01363	-
K10110	b4032
K10111	b4035
K14303	-
sce_YGR180C	-
K14305	-
K14304	-
K14307	-
K14306	-
K14309	-
K14308	-
K01160	b0550
K02043	b4102
K08568	-
K05849	-
K12850	-
K04645	-
K04644	-
K04646	-
K04649	-
K07433	-
K08565	-
K05846	b2130
K05846	b2128
K05847	b2129
K04083	b3401
K04082	b2527
K04081	b3686
K00509	-
K04087	b4175
K12855	-
K04085	b3470
K04084	b4136
K00502	-
K00503	-
K15542	-
K00501	-
K15544	-
K00507	-
K15095	-
K01109	-
K01108	-
K03488	b3723
spo_SPBC1709.05	-
K16931	-
K04461	-
K04460	-
K01103	-
K00982	b3053
K00983	-
K04467	-
K00981	b0175
K00981	b1409
K05592	b3162
K01298	-
K05590	b2576
K05591	b1343
K05596	b2916
K00957	b2752
K01291	-
K01925	b0088
K01294	-
K01297	b1192
K02922	-
K15893	-
K14549	-
K14548	-
K05606	-
K05607	-
K05604	-
K14300	-
K14543	-
K02929	-
K14547	-
K14546	-
K14545	-
K14544	-
K00216	b0596
K02519	b3168
K01569	-
K01568	-
K06573	-
hsa_B8ZZJ2	-
K02044	b4105
K11961	-
K13171	-
K01565	-
K00219	b3081
K04515	-
K04514	-
K01740	-
K04510	-
K04513	-
K01744	b4139
K02031	b1246
K02031	b1291
K02031	b3479
K02031	b1484
K02032	b1247
K02032	b1290
K02032	b3480
K02032	b1483
K02033	b3477
K02033	b1244
K02033	b1486
K02033	b1293
K02034	b1485
K02034	b1245
K02034	b1292
K02034	b3478
K02035	b1243
K02035	b3020
K02035	b1329
K02035	b3476
K02035	b1487
K02035	b1294
K02036	b3725
K02037	b3727
K01585	b2938
K01584	b4117
K01587	-
K01586	b2838
K01581	b0693
K01581	b2965
K13499	-
K01582	b0186
K01582	b4131
K13496	-
K13497	b1263
K01589	b0522
K01588	b0523
mmu_19293	-
K13493	-
K02052	b1441
K00848	b3904
K14432	-
K14431	-
K02053	b1443
K13305	-
K13654	b1450
K13655	b3021
K13301	b0097
K00266	b3213
K13303	-
K08341	-
K08342	-
K08343	-
K02728	-
K02729	-
K08346	b1467
K08347	b1465
K08348	b1474
K02725	-
K02726	-
K02727	-
K05111	-
K02456	b3328
K02105	-
K02106	b2223
K02455	b3327
K02100	b2841
K02453	b3325
K03989	-
K02451	b3322
K03987	-
K06816	-
sce_YPL058C	-
K03456	-
K03983	-
K02109	b3736
K03981	b2893
K02459	b3331
K12871	-
K08137	b2943
hsa_Q96FU6	-
K12872	-
K12875	-
K12874	-
K01639	b3225
K01638	b4014
K01638	b2976
K01637	b4015
eco_b0329	b0329
K01634	-
K01633	b3058
K02058	b2548
K02058	b4227
K01631	b4477
K01630	b3126
K03850	-
K03853	-
K03500	b3289
K00265	b3212
K03857	-
K00264	-
K02196	b2198
K03521	-
K02048	b3917
K02048	b2425
K02858	b3041
K14056	b1299
K14051	b1285
K13373	-
K03527	b0029
K03526	b2515
K02580	-
K02853	b3793
K02582	-
K02583	-
K13014	b2256
K02854	b3906
K02855	b3905
K03679	-
K03678	-
K12460	-
K03671	b3781
K03673	b3860
K03672	b2582
K03675	b1064
K03674	b0849
K03676	b3610
K06001	-
hsa_Q9BYD9	-
K02212	-
K02216	-
